batch,trial,timestamp,params,val_accuracy,test_accuracy,log_loss,brier,train_accuracy,overfit_gap,walk_forward_acc,cv_mean_acc,cv_std_acc,cv_min_acc,cv_max_acc,cv_stability_ratio,cv_mean_log_loss
1,6,2026-06-17T19:56:29.235312,"{'n_estimators': 1359, 'max_depth': 6, 'learning_rate': 0.05864129169696527, 'subsample': 0.7733551396716398, 'colsample_bytree': 0.5924272277627636, 'reg_alpha': 7.045683638454494, 'reg_lambda': 0.7510418138777541, 'min_child_weight': 10, 'gamma': 0.8948273504276488, 'tree_method': 'hist', 'device': 'cpu'}",0.8985,60.2065,0.8783,0.1717,,,0.0,58.8245,2.6335,55.5867,62.0374,21.5195,0.8985
1,7,2026-06-17T19:56:29.241648,"{'n_estimators': 1236, 'max_depth': 12, 'learning_rate': 0.01351182947645082, 'subsample': 0.5979914312095727, 'colsample_bytree': 0.522613644455269, 'reg_alpha': 0.004233032996527599, 'reg_lambda': 0.00877781550471966, 'min_child_weight': 3, 'gamma': 0.8287375091519293, 'tree_method': 'hist', 'device': 'cpu'}",0.907,59.7299,0.8872,0.1732,,,0.0,58.2581,2.2991,55.1937,60.7314,24.2836,0.907
1,8,2026-06-17T19:56:29.247533,"{'n_estimators': 778, 'max_depth': 5, 'learning_rate': 0.06333268775321843, 'subsample': 0.5704621124873813, 'colsample_bytree': 0.9010984903770198, 'reg_alpha': 0.0002359137306347715, 'reg_lambda': 8.598737339212267, 'min_child_weight': 8, 'gamma': 0.1987156815341724, 'tree_method': 'hist', 'device': 'cpu'}",0.8999,60.0874,0.8788,0.1716,,,0.0,58.5889,2.5803,55.1376,61.3409,21.859,0.8999
1,9,2026-06-17T19:56:29.254012,"{'n_estimators': 110, 'max_depth': 11, 'learning_rate': 0.11069143219393454, 'subsample': 0.8645035840204937, 'colsample_bytree': 0.8856351733429728, 'reg_alpha': 0.00023454342277260534, 'reg_lambda': 0.006199100007802264, 'min_child_weight': 2, 'gamma': 0.8631034258755935, 'tree_method': 'hist', 'device': 'cpu'}",0.9192,59.9285,0.8925,0.1742,,,0.0,57.3864,2.2526,54.2953,59.5995,24.3924,0.9192
1,10,2026-06-17T19:56:29.260037,"{'n_estimators': 1284, 'max_depth': 6, 'learning_rate': 0.012413189635294229, 'subsample': 0.6554911608578311, 'colsample_bytree': 0.6625916610133735, 'reg_alpha': 0.44466289554754435, 'reg_lambda': 0.1540945776288154, 'min_child_weight': 9, 'gamma': 0.4722149251619493, 'tree_method': 'hist', 'device': 'cpu'}",0.899,60.4051,0.8805,0.1721,,,0.0,58.5633,2.3224,55.5867,61.2538,24.1758,0.899
1,11,2026-06-17T19:56:29.266059,"{'n_estimators': 327, 'max_depth': 10, 'learning_rate': 0.13297554090738672, 'subsample': 0.7806385987847482, 'colsample_bytree': 0.8854835899772805, 'reg_alpha': 0.02944272359149678, 'reg_lambda': 0.04108318894699928, 'min_child_weight': 5, 'gamma': 0.02541912674409519, 'tree_method': 'hist', 'device': 'cpu'}",0.9167,58.8959,0.8949,0.1746,,,0.0,57.3524,2.6775,54.183,60.7314,20.6493,0.9167
1,12,2026-06-17T19:56:29.272214,"{'n_estimators': 305, 'max_depth': 3, 'learning_rate': 0.08710745900492396, 'subsample': 0.6571779905381634, 'colsample_bytree': 0.7542853455823514, 'reg_alpha': 3.4501054536130167, 'reg_lambda': 0.0017638479543546886, 'min_child_weight': 5, 'gamma': 0.7555511385430487, 'tree_method': 'hist', 'device': 'cpu'}",0.8969,60.1668,0.8769,0.1714,,,0.0,58.9734,2.4771,55.699,61.6892,22.8832,0.8969
1,13,2026-06-17T19:56:29.278090,"{'n_estimators': 534, 'max_depth': 3, 'learning_rate': 0.02679156169946617, 'subsample': 0.5806106436270022, 'colsample_bytree': 0.9648488261712865, 'reg_alpha': 1.0979988817809656, 'reg_lambda': 0.146898980776488, 'min_child_weight': 9, 'gamma': 0.8036720768991145, 'tree_method': 'hist', 'device': 'cpu'}",0.8942,60.4448,0.8759,0.1713,,,0.0,58.8759,2.4589,55.699,61.6892,23.008,0.8942
1,14,2026-06-17T19:56:29.284164,"{'n_estimators': 454, 'max_depth': 11, 'learning_rate': 0.06261435181296006, 'subsample': 0.9037200775820313, 'colsample_bytree': 0.9480456499617467, 'reg_alpha': 0.003890607098705634, 'reg_lambda': 0.000355025561231308, 'min_child_weight': 3, 'gamma': 0.4271077886262563, 'tree_method': 'hist', 'device': 'cpu'}",0.9185,59.5314,0.8913,0.1739,,,0.0,57.5006,2.344,54.6884,60.4266,23.527,0.9185
1,15,2026-06-17T19:56:29.290351,"{'n_estimators': 1655, 'max_depth': 11, 'learning_rate': 0.010239273411172712, 'subsample': 0.7553736512887829, 'colsample_bytree': 0.7087055015743895, 'reg_alpha': 0.001289849537718266, 'reg_lambda': 0.0003974905761171869, 'min_child_weight': 4, 'gamma': 0.9429097039125192, 'tree_method': 'hist', 'device': 'cpu'}",0.9068,59.4122,0.8876,0.1732,,,0.0,58.3732,2.4268,55.2499,61.1667,23.1017,0.9068
1,16,2026-06-17T19:56:29.296387,"{'n_estimators': 714, 'max_depth': 8, 'learning_rate': 0.10925573591447926, 'subsample': 0.681814801189647, 'colsample_bytree': 0.9858910413604803, 'reg_alpha': 6.489877132084344, 'reg_lambda': 0.0018151456496577564, 'min_child_weight': 5, 'gamma': 0.30087830981676966, 'tree_method': 'hist', 'device': 'cpu'}",0.9047,60.2859,0.882,0.1722,,,0.0,58.6263,2.8185,55.0253,61.9068,20.0877,0.9047
1,17,2026-06-17T19:56:29.302526,"{'n_estimators': 641, 'max_depth': 3, 'learning_rate': 0.07950609693143304, 'subsample': 0.7513395116144308, 'colsample_bytree': 0.5257393756249946, 'reg_alpha': 0.002473046721099914, 'reg_lambda': 3.477998816092334, 'min_child_weight': 3, 'gamma': 0.1448948720912231, 'tree_method': 'hist', 'device': 'cpu'}",0.8949,60.4845,0.877,0.1715,,,0.0,58.9531,2.4963,55.9236,62.0374,22.707,0.8949
1,18,2026-06-17T19:56:29.308711,"{'n_estimators': 1030, 'max_depth': 12, 'learning_rate': 0.022779541913782567, 'subsample': 0.8360677737029393, 'colsample_bytree': 0.8808098076643588, 'reg_alpha': 0.0015423669834226219, 'reg_lambda': 0.4376044634724404, 'min_child_weight': 4, 'gamma': 0.6323058305935795, 'tree_method': 'hist', 'device': 'cpu'}",0.9126,59.7299,0.8911,0.1737,,,0.0,57.9395,2.6777,54.7445,61.2973,20.8592,0.9126
1,19,2026-06-17T19:56:29.314776,"{'n_estimators': 1304, 'max_depth': 8, 'learning_rate': 0.013594678406051506, 'subsample': 0.917651247794619, 'colsample_bytree': 0.6603900324858679, 'reg_alpha': 0.0008562341633595543, 'reg_lambda': 0.00015991003111214837, 'min_child_weight': 6, 'gamma': 0.6775643618422824, 'tree_method': 'hist', 'device': 'cpu'}",0.9042,60.2065,0.8849,0.1727,,,0.0,58.2821,2.521,55.0253,61.1667,22.2364,0.9042
1,20,2026-06-17T19:56:29.321072,"{'n_estimators': 131, 'max_depth': 8, 'learning_rate': 0.02160537077027906, 'subsample': 0.822586395204725, 'colsample_bytree': 0.5871832145024958, 'reg_alpha': 0.2848975342612562, 'reg_lambda': 0.008583743499363281, 'min_child_weight': 10, 'gamma': 0.13752094414599325, 'tree_method': 'hist', 'device': 'cpu'}",0.9044,60.0079,0.8878,0.1733,,,0.0,58.4454,2.7689,54.6322,61.1232,20.3723,0.9044
1,21,2026-06-17T19:56:29.326986,"{'n_estimators': 748, 'max_depth': 4, 'learning_rate': 0.2322119672134763, 'subsample': 0.9386696766904905, 'colsample_bytree': 0.6289708138575778, 'reg_alpha': 0.19948958651882567, 'reg_lambda': 1.2193011993958955, 'min_child_weight': 6, 'gamma': 0.5296505783560065, 'tree_method': 'hist', 'device': 'cpu'}",0.9001,60.2462,0.8795,0.172,,,0.0,58.6086,2.5643,55.1376,61.2538,21.9976,0.9001
1,22,2026-06-17T19:56:29.333103,"{'n_estimators': 559, 'max_depth': 3, 'learning_rate': 0.21149322814164553, 'subsample': 0.9502090285816652, 'colsample_bytree': 0.816550728636634, 'reg_alpha': 0.0049562015050808325, 'reg_lambda': 0.005572471719063598, 'min_child_weight': 8, 'gamma': 0.8971102599525771, 'tree_method': 'hist', 'device': 'cpu'}",0.8951,60.2462,0.8772,0.1716,,,0.0,58.6623,2.5189,55.2499,61.2538,22.3996,0.8951
1,23,2026-06-17T19:56:29.338900,"{'n_estimators': 1786, 'max_depth': 10, 'learning_rate': 0.08878888265538125, 'subsample': 0.5420699824975244, 'colsample_bytree': 0.5808143570473069, 'reg_alpha': 3.1100755757274885, 'reg_lambda': 0.1076825417908121, 'min_child_weight': 1, 'gamma': 0.1014715428660321, 'tree_method': 'hist', 'device': 'cpu'}",0.9087,59.7697,0.8873,0.1731,,,0.0,58.2679,2.5217,54.913,60.9926,22.2254,0.9087
1,24,2026-06-17T19:56:29.344959,"{'n_estimators': 1361, 'max_depth': 3, 'learning_rate': 0.017279572377986996, 'subsample': 0.7743668946832931, 'colsample_bytree': 0.8459475988463466, 'reg_alpha': 0.18188894230467811, 'reg_lambda': 0.001322350388953719, 'min_child_weight': 8, 'gamma': 0.23724908749680007, 'tree_method': 'hist', 'device': 'cpu'}",0.8934,60.2462,0.8753,0.1712,,,0.0,58.7839,2.4165,55.5867,61.4279,23.3593,0.8934
1,25,2026-06-17T19:56:29.350905,"{'n_estimators': 718, 'max_depth': 10, 'learning_rate': 0.09111430418810842, 'subsample': 0.924611705247089, 'colsample_bytree': 0.8288064461501716, 'reg_alpha': 0.06942933677610512, 'reg_lambda': 0.00029401794589686424, 'min_child_weight': 4, 'gamma': 0.26520236768172545, 'tree_method': 'hist', 'device': 'cpu'}",0.915,59.6108,0.8908,0.1738,,,0.0,57.8693,2.2989,54.7445,60.209,24.1235,0.915
1,26,2026-06-17T19:56:29.356735,"{'n_estimators': 563, 'max_depth': 12, 'learning_rate': 0.038076147829554464, 'subsample': 0.9460232775885566, 'colsample_bytree': 0.8155693129986314, 'reg_alpha': 0.9420121790275631, 'reg_lambda': 0.03259758793317359, 'min_child_weight': 6, 'gamma': 0.4925176938188639, 'tree_method': 'hist', 'device': 'cpu'}",0.914,59.9285,0.8923,0.1741,,,0.0,57.5508,2.4907,54.3515,60.4266,22.2144,0.914
1,27,2026-06-17T19:56:29.362706,"{'n_estimators': 471, 'max_depth': 10, 'learning_rate': 0.025985724173338116, 'subsample': 0.5121579832157269, 'colsample_bytree': 0.822736147953584, 'reg_alpha': 0.0007683399182003, 'reg_lambda': 5.038403230651893, 'min_child_weight': 10, 'gamma': 0.9148643902204485, 'tree_method': 'hist', 'device': 'cpu'}",0.9025,59.8888,0.884,0.1725,,,0.0,58.3116,2.5451,55.1937,61.4279,22.045,0.9025
1,28,2026-06-17T19:56:29.368491,"{'n_estimators': 803, 'max_depth': 3, 'learning_rate': 0.23509266543399573, 'subsample': 0.7140920741586572, 'colsample_bytree': 0.9833274095218347, 'reg_alpha': 6.578091125940401, 'reg_lambda': 1.840972398983908, 'min_child_weight': 3, 'gamma': 0.38509772860192526, 'tree_method': 'hist', 'device': 'cpu'}",0.8967,60.0874,0.8768,0.1714,,,0.0,58.5816,2.6179,55.2499,61.6456,21.5539,0.8967
1,29,2026-06-17T19:56:29.374352,"{'n_estimators': 1718, 'max_depth': 6, 'learning_rate': 0.017797595772834227, 'subsample': 0.7784006312291751, 'colsample_bytree': 0.9680773870803905, 'reg_alpha': 0.30209878831880693, 'reg_lambda': 0.07084445284509013, 'min_child_weight': 1, 'gamma': 0.6150072266991697, 'tree_method': 'hist', 'device': 'cpu'}",0.9015,60.3257,0.8805,0.1719,,,0.0,58.6692,2.4846,55.2499,61.0797,22.6992,0.9015
1,30,2026-06-17T19:56:29.380430,"{'n_estimators': 1982, 'max_depth': 4, 'learning_rate': 0.05829559595668967, 'subsample': 0.9386865359639778, 'colsample_bytree': 0.8703843088771022, 'reg_alpha': 0.30554747911734503, 'reg_lambda': 0.3254021513867689, 'min_child_weight': 4, 'gamma': 0.29359184426449336, 'tree_method': 'hist', 'device': 'cpu'}",0.8968,60.5242,0.8781,0.1717,,,0.0,58.7746,2.3672,55.5867,61.2538,23.8223,0.8968
1,31,2026-06-17T19:56:29.386255,"{'n_estimators': 1638, 'max_depth': 11, 'learning_rate': 0.19088462590130242, 'subsample': 0.9566202762782356, 'colsample_bytree': 0.7556711994304689, 'reg_alpha': 0.03217966164978632, 'reg_lambda': 0.9805638874011487, 'min_child_weight': 7, 'gamma': 0.7019668772577033, 'tree_method': 'hist', 'device': 'cpu'}",0.9231,59.2137,0.8962,0.1748,,,0.0,56.9064,2.6078,53.397,59.643,21.0155,0.9231
1,32,2026-06-17T19:56:29.392279,"{'n_estimators': 1612, 'max_depth': 11, 'learning_rate': 0.03156892767756196, 'subsample': 0.687791476319972, 'colsample_bytree': 0.5469909699204345, 'reg_alpha': 0.07787547434272361, 'reg_lambda': 0.00015125556736397559, 'min_child_weight': 5, 'gamma': 0.5426446347075766, 'tree_method': 'hist', 'device': 'cpu'}",0.9078,59.7697,0.8881,0.1735,,,0.0,58.0803,2.5987,54.6322,60.9055,21.522,0.9078
1,33,2026-06-17T19:56:29.398313,"{'n_estimators': 644, 'max_depth': 8, 'learning_rate': 0.011093090790700134, 'subsample': 0.5186740943746072, 'colsample_bytree': 0.9113002803298291, 'reg_alpha': 0.00632343715999823, 'reg_lambda': 0.0004318198112698201, 'min_child_weight': 6, 'gamma': 0.7699935530986108, 'tree_method': 'hist', 'device': 'cpu'}",0.9027,60.0079,0.8828,0.1724,,,0.0,58.3664,2.6451,55.0814,61.5586,21.2621,0.9027
1,34,2026-06-17T19:56:29.404145,"{'n_estimators': 510, 'max_depth': 9, 'learning_rate': 0.013368065184789592, 'subsample': 0.5258408605843039, 'colsample_bytree': 0.7656773157840739, 'reg_alpha': 0.05048653998722949, 'reg_lambda': 0.15386842469144071, 'min_child_weight': 8, 'gamma': 0.9758520794625346, 'tree_method': 'hist', 'device': 'cpu'}",0.9025,60.0079,0.8839,0.1725,,,0.0,58.5321,2.6231,55.1937,61.6021,21.4948,0.9025
1,35,2026-06-17T19:56:29.410094,"{'n_estimators': 1081, 'max_depth': 6, 'learning_rate': 0.1494811497982995, 'subsample': 0.6354161256310371, 'colsample_bytree': 0.719485710352818, 'reg_alpha': 0.0002467640598008329, 'reg_lambda': 0.00013389171890458435, 'min_child_weight': 10, 'gamma': 0.8359801205122058, 'tree_method': 'hist', 'device': 'cpu'}",0.9062,60.2859,0.8871,0.1731,,,0.0,58.3061,2.6799,54.6322,60.9491,20.9744,0.9062
1,36,2026-06-17T19:56:29.415925,"{'n_estimators': 1423, 'max_depth': 7, 'learning_rate': 0.018029211086856678, 'subsample': 0.5782185213355431, 'colsample_bytree': 0.6251214490822976, 'reg_alpha': 0.05573568249598126, 'reg_lambda': 0.3740930273158254, 'min_child_weight': 7, 'gamma': 0.27993389694594284, 'tree_method': 'hist', 'device': 'cpu'}",0.9021,60.0874,0.8825,0.1724,,,0.0,58.2911,2.7573,54.6884,61.3844,20.4009,0.9021
1,37,2026-06-17T19:56:29.421729,"{'n_estimators': 1915, 'max_depth': 10, 'learning_rate': 0.06589434624667669, 'subsample': 0.8058603731171761, 'colsample_bytree': 0.709800031213895, 'reg_alpha': 0.001732427015494911, 'reg_lambda': 0.006023700815747876, 'min_child_weight': 8, 'gamma': 0.014393488629755868, 'tree_method': 'hist', 'device': 'cpu'}",0.909,60.4845,0.8883,0.1734,,,0.0,57.5449,2.2259,54.8007,60.2525,24.7415,0.909
1,38,2026-06-17T19:56:29.427523,"{'n_estimators': 320, 'max_depth': 3, 'learning_rate': 0.011485803434383747, 'subsample': 0.9277302920055036, 'colsample_bytree': 0.8518289296900119, 'reg_alpha': 0.02348924974272152, 'reg_lambda': 0.0003084400772723215, 'min_child_weight': 5, 'gamma': 0.4734717707805657, 'tree_method': 'hist', 'device': 'cpu'}",0.8961,60.8022,0.8779,0.1716,,,0.0,58.8158,2.3362,55.5867,61.0361,24.142,0.8961
1,39,2026-06-17T19:56:29.433767,"{'n_estimators': 429, 'max_depth': 7, 'learning_rate': 0.0387828582840862, 'subsample': 0.8079250490261083, 'colsample_bytree': 0.8175468254338218, 'reg_alpha': 0.00016846901973653928, 'reg_lambda': 0.007465571739720186, 'min_child_weight': 7, 'gamma': 0.5031362585800877, 'tree_method': 'hist', 'device': 'cpu'}",0.9015,60.2462,0.8837,0.1726,,,0.0,58.7347,2.4481,55.4183,61.2538,23.0501,0.9015
1,40,2026-06-17T19:56:29.440334,"{'n_estimators': 1728, 'max_depth': 9, 'learning_rate': 0.017404995100538886, 'subsample': 0.5352843737002149, 'colsample_bytree': 0.8212096391031578, 'reg_alpha': 0.00013569272143605334, 'reg_lambda': 0.08489417776525741, 'min_child_weight': 10, 'gamma': 0.575474177875879, 'tree_method': 'hist', 'device': 'cpu'}",0.9027,59.8491,0.8832,0.1724,,,0.0,58.183,2.3788,55.0814,60.862,23.4727,0.9027
1,41,2026-06-17T19:56:29.449001,"{'n_estimators': 837, 'max_depth': 9, 'learning_rate': 0.0475220409906931, 'subsample': 0.7728083946579675, 'colsample_bytree': 0.9707324043882626, 'reg_alpha': 0.008521443895919795, 'reg_lambda': 6.396653397497477, 'min_child_weight': 10, 'gamma': 0.19579113478929644, 'tree_method': 'hist', 'device': 'cpu'}",0.9068,59.9285,0.8846,0.1727,,,0.0,57.9631,2.284,55.1376,60.7314,24.3131,0.9068
1,42,2026-06-17T19:56:29.455574,"{'n_estimators': 231, 'max_depth': 4, 'learning_rate': 0.010639368372762009, 'subsample': 0.5472214803779643, 'colsample_bytree': 0.8415033867081785, 'reg_alpha': 0.00022695682239207054, 'reg_lambda': 0.003934396739328545, 'min_child_weight': 9, 'gamma': 0.023271935735825866, 'tree_method': 'hist', 'device': 'cpu'}",0.9014,60.6831,0.8835,0.1724,,,0.0,58.6369,2.4032,55.5306,61.3844,23.4244,0.9014
1,43,2026-06-17T19:56:29.461899,"{'n_estimators': 1648, 'max_depth': 5, 'learning_rate': 0.014946647023314875, 'subsample': 0.8483685826820753, 'colsample_bytree': 0.8144714233899419, 'reg_alpha': 2.4398328121774395, 'reg_lambda': 0.4735384181058589, 'min_child_weight': 9, 'gamma': 0.2820345725713065, 'tree_method': 'hist', 'device': 'cpu'}",0.8993,60.6434,0.8802,0.172,,,0.0,58.5607,2.6811,55.0253,61.515,21.0566,0.8993
1,44,2026-06-17T19:56:29.468063,"{'n_estimators': 437, 'max_depth': 10, 'learning_rate': 0.1555223258052747, 'subsample': 0.9952525710003366, 'colsample_bytree': 0.7063088384557132, 'reg_alpha': 0.007245868181143029, 'reg_lambda': 0.7621927329345215, 'min_child_weight': 4, 'gamma': 0.9307573256035647, 'tree_method': 'hist', 'device': 'cpu'}",0.9161,60.0874,0.89,0.1738,,,0.0,57.9839,2.7313,54.4076,61.0361,20.4794,0.9161
1,45,2026-06-17T19:56:29.474172,"{'n_estimators': 1731, 'max_depth': 7, 'learning_rate': 0.12856643861355183, 'subsample': 0.8772714370423411, 'colsample_bytree': 0.5515619344179663, 'reg_alpha': 3.2566008612728377, 'reg_lambda': 0.03359401116673816, 'min_child_weight': 9, 'gamma': 0.32004960103061175, 'tree_method': 'hist', 'device': 'cpu'}",0.9053,60.0477,0.8836,0.1725,,,0.0,58.2584,2.116,55.5306,60.6879,26.2901,0.9053
1,46,2026-06-17T19:56:29.480458,"{'n_estimators': 1802, 'max_depth': 6, 'learning_rate': 0.01037548783064121, 'subsample': 0.9526909882096318, 'colsample_bytree': 0.5456433383930668, 'reg_alpha': 0.003949737087348694, 'reg_lambda': 5.62742655025921, 'min_child_weight': 10, 'gamma': 0.5734378881232861, 'tree_method': 'hist', 'device': 'cpu'}",0.9,60.3654,0.8817,0.1723,,,0.0,58.4037,2.628,54.913,61.2538,21.4092,0.9
1,47,2026-06-17T19:56:29.486722,"{'n_estimators': 1301, 'max_depth': 7, 'learning_rate': 0.027108648287297775, 'subsample': 0.664332272684958, 'colsample_bytree': 0.8362592280385193, 'reg_alpha': 0.5779265509773069, 'reg_lambda': 0.9076015285343484, 'min_child_weight': 8, 'gamma': 0.09120610304869037, 'tree_method': 'hist', 'device': 'cpu'}",0.9029,59.8888,0.8813,0.1721,,,0.0,58.5524,2.4302,55.4183,61.3409,23.1414,0.9029
1,48,2026-06-17T19:56:29.492715,"{'n_estimators': 1039, 'max_depth': 3, 'learning_rate': 0.06482175606162, 'subsample': 0.7207652506866885, 'colsample_bytree': 0.9438520913791499, 'reg_alpha': 0.00568296606544292, 'reg_lambda': 0.00038488863031271365, 'min_child_weight': 2, 'gamma': 0.7615106317174722, 'tree_method': 'hist', 'device': 'cpu'}",0.8931,60.4448,0.8743,0.1711,,,0.0,59.1741,2.4522,55.8675,61.7327,23.1858,0.8931
1,49,2026-06-17T19:56:29.498694,"{'n_estimators': 1275, 'max_depth': 4, 'learning_rate': 0.013311774465393798, 'subsample': 0.85048456572956, 'colsample_bytree': 0.5363815031820968, 'reg_alpha': 1.2861756891861482, 'reg_lambda': 0.3397904243111272, 'min_child_weight': 1, 'gamma': 0.08483771408519192, 'tree_method': 'hist', 'device': 'cpu'}",0.8967,60.3654,0.8779,0.1716,,,0.0,58.7369,2.3934,55.5867,61.3844,23.5568,0.8967
1,50,2026-06-17T19:56:29.504602,"{'n_estimators': 1975, 'max_depth': 6, 'learning_rate': 0.035276329730040294, 'subsample': 0.9063997836287513, 'colsample_bytree': 0.9736242886919293, 'reg_alpha': 8.511484627609871, 'reg_lambda': 0.5846432316866506, 'min_child_weight': 4, 'gamma': 0.08350071669866876, 'tree_method': 'hist', 'device': 'cpu'}",0.9023,59.8888,0.8822,0.1723,,,0.0,58.429,2.6742,55.0253,61.5586,21.0613,0.9023
1,51,2026-06-17T19:56:29.510593,"{'n_estimators': 1577, 'max_depth': 8, 'learning_rate': 0.04232796082488226, 'subsample': 0.953177192547368, 'colsample_bytree': 0.5555987411530756, 'reg_alpha': 0.029048621075181583, 'reg_lambda': 0.00011396414164620817, 'min_child_weight': 5, 'gamma': 0.05630327568183735, 'tree_method': 'hist', 'device': 'cpu'}",0.9065,60.0079,0.8868,0.1731,,,0.0,58.24,2.646,54.6884,61.0361,21.2093,0.9065
1,52,2026-06-17T19:56:29.516496,"{'n_estimators': 325, 'max_depth': 4, 'learning_rate': 0.09098343643021342, 'subsample': 0.8730224396327116, 'colsample_bytree': 0.7916843825485798, 'reg_alpha': 6.46938120345945, 'reg_lambda': 0.007487776927545513, 'min_child_weight': 3, 'gamma': 0.8685991281894603, 'tree_method': 'hist', 'device': 'cpu'}",0.8976,60.2859,0.877,0.1715,,,0.0,58.7646,2.6076,55.306,61.6021,21.7035,0.8976
1,53,2026-06-17T19:56:29.522460,"{'n_estimators': 525, 'max_depth': 12, 'learning_rate': 0.010422061531643646, 'subsample': 0.9849394133538195, 'colsample_bytree': 0.5215799559752881, 'reg_alpha': 2.8557196407381817, 'reg_lambda': 0.04350163152436991, 'min_child_weight': 10, 'gamma': 0.07379656473539886, 'tree_method': 'hist', 'device': 'cpu'}",0.9051,60.3257,0.8865,0.173,,,0.0,58.3779,2.285,55.2499,60.6443,24.4772,0.9051
1,54,2026-06-17T19:56:29.528385,"{'n_estimators': 1152, 'max_depth': 12, 'learning_rate': 0.05924871612112372, 'subsample': 0.8146993190676313, 'colsample_bytree': 0.8478743444923086, 'reg_alpha': 0.01873722724051288, 'reg_lambda': 0.13733789936794935, 'min_child_weight': 6, 'gamma': 0.901158010490989, 'tree_method': 'hist', 'device': 'cpu'}",0.9107,60.0079,0.8877,0.1733,,,0.0,57.9256,2.369,54.7445,60.4266,23.4609,0.9107
1,55,2026-06-17T19:56:29.534105,"{'n_estimators': 186, 'max_depth': 5, 'learning_rate': 0.2534387418029853, 'subsample': 0.9451318919454581, 'colsample_bytree': 0.7278283763928565, 'reg_alpha': 0.12608487406759605, 'reg_lambda': 0.0024372827508297025, 'min_child_weight': 2, 'gamma': 0.46369840493998216, 'tree_method': 'hist', 'device': 'cpu'}",0.9077,60.3257,0.8813,0.1723,,,0.0,58.548,2.6531,55.0253,61.4279,21.2662,0.9077
1,56,2026-06-17T19:56:29.539957,"{'n_estimators': 771, 'max_depth': 8, 'learning_rate': 0.013026372243844588, 'subsample': 0.9871974038330833, 'colsample_bytree': 0.9931053722398014, 'reg_alpha': 0.3096054308327395, 'reg_lambda': 0.04791614072461612, 'min_child_weight': 4, 'gamma': 0.8137950197069487, 'tree_method': 'hist', 'device': 'cpu'}",0.9124,59.2931,0.8891,0.1736,,,0.0,57.8287,2.6651,54.2953,60.7314,20.914,0.9124
1,57,2026-06-17T19:56:29.545772,"{'n_estimators': 1401, 'max_depth': 4, 'learning_rate': 0.22158987153949872, 'subsample': 0.9112686214615845, 'colsample_bytree': 0.974899956645962, 'reg_alpha': 0.4252041963570037, 'reg_lambda': 0.11670137678830994, 'min_child_weight': 5, 'gamma': 0.9327284833540133, 'tree_method': 'hist', 'device': 'cpu'}",0.8991,60.6434,0.8761,0.1712,,,0.0,58.8464,2.4629,55.5306,61.4279,22.9606,0.8991
1,58,2026-06-17T19:56:29.551759,"{'n_estimators': 1746, 'max_depth': 3, 'learning_rate': 0.010938234214531259, 'subsample': 0.6882316834390247, 'colsample_bytree': 0.9052766653909164, 'reg_alpha': 8.63735255116367, 'reg_lambda': 0.0005650468465378644, 'min_child_weight': 6, 'gamma': 0.3808908566310215, 'tree_method': 'hist', 'device': 'cpu'}",0.8962,60.2859,0.878,0.1716,,,0.0,59.076,2.5925,55.6429,61.9068,21.9413,0.8962
1,59,2026-06-17T19:56:29.558822,"{'n_estimators': 1943, 'max_depth': 11, 'learning_rate': 0.17310640936212146, 'subsample': 0.7343465798974851, 'colsample_bytree': 0.7074097511688326, 'reg_alpha': 0.0023282808153384134, 'reg_lambda': 0.0001913715979574474, 'min_child_weight': 9, 'gamma': 0.8129010091300776, 'tree_method': 'hist', 'device': 'cpu'}",0.9145,60.1668,0.892,0.1742,,,0.0,57.6461,2.838,53.9585,60.862,19.6206,0.9145
1,60,2026-06-17T19:56:29.566007,"{'n_estimators': 2000, 'max_depth': 12, 'learning_rate': 0.06613631268060144, 'subsample': 0.8844937075902553, 'colsample_bytree': 0.9723828649412141, 'reg_alpha': 1.771075002727274, 'reg_lambda': 0.0017248070105409814, 'min_child_weight': 5, 'gamma': 0.12915941515149498, 'tree_method': 'hist', 'device': 'cpu'}",0.9148,59.5314,0.8907,0.1737,,,0.0,57.514,2.3809,54.7445,60.5572,23.1826,0.9148
1,61,2026-06-17T19:56:29.572820,"{'n_estimators': 1913, 'max_depth': 9, 'learning_rate': 0.021763720895566423, 'subsample': 0.8358503422029284, 'colsample_bytree': 0.8090641202289479, 'reg_alpha': 0.006177511892740272, 'reg_lambda': 0.00036964765973876657, 'min_child_weight': 7, 'gamma': 0.5203077009037933, 'tree_method': 'hist', 'device': 'cpu'}",0.9058,60.0477,0.8856,0.1729,,,0.0,58.1653,2.6985,54.7445,61.3409,20.7843,0.9058
1,62,2026-06-17T19:56:29.578966,"{'n_estimators': 1568, 'max_depth': 8, 'learning_rate': 0.18145770215697452, 'subsample': 0.7759534193872428, 'colsample_bytree': 0.7804689857676932, 'reg_alpha': 2.416951931920674, 'reg_lambda': 0.010409127568994278, 'min_child_weight': 2, 'gamma': 0.028782676313338973, 'tree_method': 'hist', 'device': 'cpu'}",0.9119,59.4122,0.888,0.1733,,,0.0,58.1185,2.8347,54.5761,61.515,19.804,0.9119
